Contract,PaymentMethod_Electronic check,InternetService_Fiber optic,TotalCharges,TechSupport,PaperlessBilling,Dependents,SeniorCitizen,PhoneService,gender_Male,Churn
1,0,0,934.15,0,1,0,0,1,1,0
1,1,0,123.65,0,1,0,0,1,1,1
2,0,1,7534.65,1,1,0,0,1,1,1
1,0,0,19.45,0,0,0,0,1,1,0
1,1,1,3645.6,0,1,0,1,1,1,0
1,0,0,314.45,0,0,0,0,1,0,0
2,1,0,3053.0,0,0,1,0,1,0,0
2,0,0,677.05,0,0,1,0,1,1,0
3,0,1,7965.95,1,0,0,0,1,0,0
1,0,1,906.85,0,1,0,1,1,0,1
1,1,1,4888.7,0,1,0,1,1,0,1
1,1,0,237.25,0,0,0,1,1,1,1
1,0,1,74.6,0,1,0,0,1,1,1
1,0,0,342.4,0,1,0,0,1,1,1
1,1,1,140.1,0,1,0,1,1,1,0
1,0,0,1108.0,1,1,0,0,1,0,0
2,0,0,295.55,0,0,0,0,1,0,0
1,1,0,892.65,0,1,0,0,1,0,1
2,0,0,198.25,0,1,0,0,1,0,0
2,0,1,4822.85,1,1,1,0,1,0,1
3,0,1,6741.15,1,1,1,0,1,1,0
1,0,1,79.15,0,1,0,0,1,0,0
2,0,0,1355.45,0,0,1,0,1,1,0
3,0,1,7209.0,1,0,1,0,1,1,0
1,0,0,438.4,0,1,0,0,1,1,1
3,0,1,7726.35,1,1,1,0,1,0,0
1,0,0,2070.75,0,0,0,0,0,0,0
2,0,0,1636.95,1,1,1,0,0,1,0
3,0,1,7581.5,1,0,0,0,1,1,0
1,1,1,3019.5,0,0,0,0,1,1,1
1,1,1,4729.75,0,1,0,0,1,0,0
3,1,0,6126.1,1,0,0,0,1,1,0
3,0,0,6333.4,1,0,0,1,1,1,0
2,0,1,6687.85,1,0,0,0,1,1,0
3,0,0,4158.25,1,1,1,0,1,1,0
1,1,1,3183.4,1,1,0,0,1,1,1
1,1,1,79.6,0,1,1,0,1,0,1
3,0,1,7149.35,0,1,0,0,1,1,0
3,0,0,1429.65,0,0,0,0,1,1,0
1,1,1,472.65,0,1,1,0,1,0,0
1,1,1,1734.5,0,1,0,0,1,1,1
2,0,0,113.5,0,0,1,0,1,1,0
1,0,0,1884.65,0,1,0,1,0,0,0
2,0,1,2568.15,0,0,1,0,1,1,0
3,0,0,470.0,0,0,0,0,1,1,0
1,0,0,278.4,0,0,0,0,1,1,0
1,1,1,2088.8,1,1,0,0,1,1,1
1,1,1,502.6,0,1,0,1,1,1,1
1,0,1,2595.85,0,1,0,1,1,1,0
2,0,1,5825.5,0,0,0,0,1,1,0
1,1,0,50.75,0,1,0,0,1,1,1
2,1,0,4449.75,1,1,1,0,1,0,0
1,0,1,1208.35,1,1,1,0,1,0,1
1,0,1,1956.4,1,1,0,0,1,0,0
2,0,0,310.6,0,0,0,0,1,1,0
3,0,0,290.55,0,0,1,0,1,1,0
1,1,0,2096.1,0,1,0,0,1,0,0
1,1,1,2665.0,0,1,0,1,1,0,0
1,0,0,543.8,0,1,1,0,1,0,0
1,0,0,20.35,0,1,0,0,1,0,0
1,1,0,3005.8,1,1,0,0,0,1,0
2,0,0,1623.15,0,1,1,0,1,0,0
2,0,0,2498.4,1,1,0,0,1,1,1
1,0,0,2586.0,0,0,0,0,1,0,0
1,1,1,3292.3,0,1,1,0,1,1,0
1,0,0,651.4,1,1,1,0,1,0,1
3,0,0,4674.55,1,0,1,0,1,1,0
1,1,1,232.35,0,1,0,0,1,0,0
2,0,0,2448.5,1,0,1,0,0,1,0
1,0,1,658.1,0,1,0,0,1,1,0
2,0,1,3128.8,1,0,0,1,1,1,0
1,0,0,223.45,1,0,0,0,0,1,1
1,0,1,919.4,0,1,0,1,1,1,1
1,0,0,653.95,0,1,0,0,1,1,0
1,0,0,1825.5,0,0,1,0,1,1,0
2,0,0,943.1,0,1,0,0,1,0,0
1,1,1,181.65,1,1,0,0,1,0,1
1,1,0,45.65,0,1,0,0,1,0,1
1,0,1,551.35,0,1,0,0,1,1,1
1,1,0,359.4,0,0,0,0,0,0,0
1,0,1,115.95,0,1,0,1,1,0,1
1,1,0,165.2,0,0,0,0,1,0,1
1,0,1,2338.35,1,1,0,0,1,1,0
1,1,0,46.3,0,0,0,1,1,1,0
1,0,0,3541.1,1,0,1,0,1,0,0
1,1,1,4146.05,0,1,1,1,1,1,1
1,0,0,1087.25,0,0,1,0,1,0,0
1,0,0,2522.4,0,1,0,0,1,0,0
1,0,0,81.0,0,0,0,0,1,1,1
1,1,0,717.3,0,0,1,0,1,1,0
1,1,0,1734.2,0,1,0,0,1,1,0
2,1,1,7069.3,0,1,0,0,1,0,0
2,0,0,742.9,1,0,0,0,1,0,0
1,1,1,3017.65,0,0,0,0,1,1,1
2,1,1,6423.0,0,1,0,0,1,0,0
1,0,1,1164.3,0,1,0,0,1,0,1
3,0,1,4220.35,1,1,0,0,1,1,0
1,1,1,1558.7,0,1,0,0,1,1,0
2,0,0,2743.45,0,1,0,1,0,1,0
3,0,0,4055.5,1,0,0,0,0,1,0
1,1,1,2710.25,0,0,1,1,1,1,1
2,0,1,6055.55,0,0,0,1,1,0,0
1,1,0,810.7,0,1,0,1,0,0,1
1,1,0,2538.2,0,0,1,0,1,1,0
3,0,0,6129.2,1,0,1,0,1,0,0
1,1,0,1750.85,1,1,0,1,0,1,0
1,0,0,36.55,0,1,1,0,0,0,1
3,0,0,6652.45,1,0,1,0,1,0,0
1,0,1,2575.45,0,1,0,1,1,1,0
1,0,1,6019.35,0,1,1,1,1,0,0
3,0,0,1379.6,0,0,0,0,1,0,0
1,0,0,1284.2,1,1,1,0,1,1,0
2,0,0,296.15,0,0,0,0,1,0,0
1,0,0,653.25,1,1,0,0,1,1,0
3,0,0,412.6,0,1,1,0,1,1,0
1,0,0,85.5,0,0,0,0,1,0,1
1,1,0,49.55,0,1,0,1,1,0,1
1,0,1,1928.7,0,1,0,0,1,0,0
1,1,1,71.25,0,1,0,1,1,0,0
3,0,1,7845.8,1,0,0,1,1,1,0
3,1,0,1750.7,0,0,0,0,1,0,0
1,0,0,216.2,0,0,1,0,1,0,0
1,0,0,178.5,0,0,0,0,1,1,1
1,0,0,115.1,0,0,0,1,1,0,1
2,0,1,6029.0,0,1,0,1,1,0,0
1,1,1,2745.2,0,1,0,1,1,1,1
3,0,0,3721.9,1,1,0,0,1,0,0
1,1,1,3121.1,0,1,0,1,1,0,0
2,0,0,990.45,0,0,0,0,1,0,0
3,0,0,1004.35,0,0,1,0,1,1,0
1,0,0,157.65,0,0,0,0,1,0,0
2,1,1,3219.75,1,0,0,0,1,1,0
1,1,1,572.85,0,1,0,1,1,1,0
2,1,1,4554.85,0,1,1,0,1,0,0
3,0,0,1847.55,0,0,1,0,1,1,0
3,0,0,1766.75,0,1,0,1,1,1,0
3,0,0,1462.05,0,1,0,1,1,0,0
1,1,0,25.25,0,0,0,1,0,0,1
3,0,0,2193.2,1,1,0,0,0,1,0
1,0,1,2433.5,0,0,0,0,1,0,0
1,0,0,641.15,0,0,0,0,1,0,0
3,0,0,2398.4,0,0,0,1,1,1,0
3,0,0,861.85,0,1,1,0,1,0,0
1,1,0,583.0,1,0,0,0,1,0,0
2,0,1,7332.4,0,0,0,0,1,1,0
2,0,0,249.55,1,1,0,0,0,1,0
2,0,1,4475.9,0,0,0,0,1,0,0
1,1,0,416.45,0,0,0,0,1,0,1
1,0,1,788.6,0,1,0,0,1,0,0
1,0,0,202.3,1,1,0,0,1,1,0
3,1,1,6994.6,0,1,0,0,1,1,0
1,0,1,4116.15,0,1,1,0,1,0,1
3,1,1,2263.45,0,1,1,1,1,0,0
2,0,0,1374.35,0,1,0,0,1,1,0
1,1,1,4915.15,0,1,0,0,1,1,0
1,0,0,838.5,0,0,1,0,1,0,0
1,1,1,75.1,0,1,0,0,1,0,1
2,0,0,3715.65,0,1,0,0,1,0,1
1,1,1,4273.45,0,1,0,0,1,1,1
1,1,0,45.8,0,0,0,0,1,0,1
1,0,0,20.5,0,0,0,0,1,0,0
2,1,0,2044.75,1,0,0,0,1,1,0
1,0,0,30.55,1,0,0,0,0,0,0
1,1,0,1398.25,1,0,1,0,1,1,0
1,0,0,20.1,0,1,0,0,1,1,1
1,0,0,328.95,1,0,0,0,0,1,1
1,1,1,4680.05,0,1,0,1,1,1,1
1,1,1,69.1,0,1,0,0,1,1,1
3,0,0,3778.2,1,0,0,0,1,1,0
1,0,1,3161.4,0,1,0,0,1,1,0
2,0,0,2188.45,1,1,0,0,0,1,0
1,0,1,999.45,0,1,0,0,1,0,1
2,0,1,1888.65,1,0,1,0,1,1,1
1,0,1,3990.6,0,0,0,0,1,0,0
1,1,1,71.15,0,1,0,1,1,0,1
1,0,0,1240.25,0,1,0,0,0,0,1
2,0,0,2635.0,0,0,0,0,1,0,0
1,0,0,235.0,0,1,1,0,1,0,0
2,0,0,2347.85,0,0,0,0,1,0,0
3,0,1,7156.2,1,1,1,0,1,0,1
1,1,1,3089.6,0,1,1,0,1,0,0
1,1,0,270.8,1,1,0,0,1,0,1
1,1,1,2901.8,0,0,1,0,1,0,0
1,1,1,4949.1,0,1,0,0,1,0,0
2,0,0,2198.9,1,0,0,0,1,0,0
1,1,0,374.5,0,1,1,0,1,1,1
3,1,0,761.95,0,0,1,0,1,0,0
1,1,1,1520.9,0,1,0,1,1,0,1
2,0,0,190.25,0,0,1,0,1,1,0
2,0,0,5163.0,0,1,1,0,1,0,0
3,0,0,4059.85,1,0,1,0,1,0,0
1,0,1,2281.6,1,1,0,0,1,1,0
3,0,0,1356.7,0,0,1,0,1,1,0
3,0,0,231.45,0,0,0,0,1,1,0
1,0,0,50.75,0,0,0,0,1,1,0
2,0,0,242.4,0,0,1,0,1,1,0
2,0,0,4264.25,1,1,1,0,1,0,0
2,1,0,2774.55,1,0,0,0,1,1,0
1,1,1,3605.2,0,1,0,1,1,1,1
3,0,0,4069.9,0,1,1,0,1,1,0
1,1,1,874.2,0,1,0,1,1,1,0
1,1,1,1145.35,0,1,0,0,1,0,1
1,0,0,1323.7,0,0,0,0,1,1,0
1,1,1,5497.05,0,1,0,0,1,0,0
2,0,0,534.7,0,0,0,0,1,1,0
1,0,0,2455.05,0,0,0,0,1,0,0
1,0,0,38.7,0,0,0,0,1,0,1
2,0,0,947.4,1,0,1,0,0,1,0
1,0,0,357.0,0,0,1,0,1,0,0
2,0,0,1476.25,0,0,1,0,1,1,0
1,0,1,70.8,0,1,0,0,1,0,1
1,0,1,1448.6,1,1,0,0,1,1,1
1,1,1,291.9,0,1,0,0,1,0,1
2,0,0,5903.15,1,1,0,0,1,1,0
3,0,0,1201.65,0,1,0,0,1,1,0
1,0,1,5921.35,0,1,0,0,1,0,1
1,1,1,146.65,0,1,0,0,1,1,0
3,0,0,1759.4,1,1,1,0,1,0,0
3,0,0,844.45,1,0,1,0,0,0,0
3,0,1,7774.05,1,1,0,1,1,0,0
1,1,1,134.05,0,1,0,0,1,0,0
2,0,0,140.95,0,1,0,0,1,0,0
1,0,0,249.95,0,1,0,0,1,0,1
1,1,0,1701.65,0,0,0,0,0,1,0
2,1,0,592.65,0,0,0,0,1,1,0
1,1,1,135.75,0,1,1,0,1,0,0
3,0,1,7732.65,1,1,1,0,1,1,0
1,1,1,4282.4,1,1,0,0,1,0,0
1,1,0,219.65,0,0,1,0,1,1,1
2,0,1,2018.1,0,0,0,0,1,1,0
1,1,1,669.0,0,1,0,0,1,1,1
1,1,1,68.95,0,1,0,0,1,0,1
1,0,0,224.85,1,1,1,0,1,0,0
3,0,0,3771.5,1,0,0,0,1,1,0
1,1,1,196.75,0,1,0,1,1,1,1
2,1,0,943.85,1,1,0,1,1,0,0
1,0,1,6572.85,1,1,0,0,1,1,0
3,1,0,3175.85,1,1,0,0,1,1,0
1,0,0,29.15,1,0,0,0,0,1,0
1,0,0,20.05,0,0,0,0,1,1,0
1,1,1,318.9,0,1,0,0,1,1,1
1,0,0,24.45,0,1,0,0,0,1,1
3,0,0,2762.75,1,0,0,0,1,0,0
1,0,0,49.55,0,0,0,0,1,0,0
1,0,1,631.85,0,1,0,0,1,1,1
1,0,1,232.5,0,1,0,0,1,1,0
3,0,0,5919.35,0,1,0,0,1,0,0
1,1,0,749.25,0,1,0,0,1,1,0
1,1,1,307.4,0,1,0,0,1,1,1
2,1,0,245.15,0,0,0,0,1,0,0
1,0,0,134.75,0,0,0,0,1,0,0
1,1,0,55.8,0,1,0,1,1,0,1
3,0,1,8240.85,1,1,0,0,1,1,0
1,0,1,4266.4,0,1,0,0,1,0,0
1,1,0,1077.5,0,1,1,0,1,0,0
3,0,0,1115.6,0,0,0,0,1,0,0
1,1,1,79.05,0,1,0,0,1,1,1
1,1,1,95.0,0,1,0,0,1,1,1
1,0,0,25.2,0,0,0,0,0,0,1
2,1,0,4079.55,0,1,1,1,1,1,0
1,1,1,4187.75,0,1,0,1,1,1,1
2,0,0,2391.15,0,1,0,0,1,1,0
3,0,0,890.5,0,0,1,0,1,0,0
1,0,0,137.25,0,0,0,0,1,1,0
3,0,0,5154.6,1,0,1,1,1,1,1
3,0,0,3119.9,1,1,1,0,1,1,0
2,0,0,529.5,0,0,0,0,1,1,0
1,1,1,966.55,0,1,1,0,1,0,0
1,1,1,6936.85,0,1,0,0,1,0,0
1,1,1,3496.3,0,1,0,1,1,1,1
1,1,1,914.3,0,1,0,1,1,1,1
1,0,1,1929.0,0,1,1,0,1,1,0
1,1,1,5817.7,1,1,0,0,1,0,0
3,0,1,6110.2,1,0,0,0,1,1,1
1,0,0,178.8,0,0,0,0,1,1,0
2,0,0,28.3,0,0,0,0,1,1,1
1,1,1,435.0,0,1,0,0,1,1,0
1,1,1,2351.8,0,1,0,1,1,0,1
1,0,0,186.15,0,0,0,0,1,0,0
1,0,0,445.85,0,1,0,0,1,1,0
1,1,1,912.0,0,1,0,0,1,1,0
1,1,0,679.55,0,1,0,0,1,0,1
2,1,0,3581.6,0,1,0,0,1,1,0
1,1,1,4222.95,1,1,0,0,1,1,0
1,0,0,1994.3,1,0,0,0,1,0,1
3,0,1,5930.05,1,1,1,0,1,0,0
1,1,1,1505.85,1,1,0,1,1,0,1
1,0,0,20.0,0,0,0,0,1,1,0
3,1,1,5638.3,1,1,0,0,1,1,1
1,1,1,797.25,0,0,0,0,1,1,0
1,1,1,71.65,0,1,0,1,1,1,1
1,1,1,1359.45,0,1,0,1,1,0,0
1,1,1,2542.45,0,1,0,0,1,1,1
1,0,0,54.7,0,0,1,0,1,0,0
2,0,0,989.05,0,0,0,0,1,1,0
1,1,0,44.55,0,0,1,0,1,1,0
1,0,0,87.3,1,1,0,0,1,1,0
2,0,0,351.55,0,1,0,0,1,1,0
3,1,1,7297.75,0,1,1,0,1,1,0
3,0,0,6301.7,1,1,0,0,1,1,0
1,1,1,210.3,0,1,0,0,1,0,1
3,0,0,3822.45,0,1,1,1,1,1,0
3,0,0,1048.45,0,0,0,0,1,0,0
3,0,1,6393.65,1,1,0,0,1,0,0
2,0,0,1489.3,0,1,0,0,0,1,0
1,0,1,8061.5,1,1,0,1,1,1,0
1,1,1,74.2,0,1,0,1,1,0,1
1,0,1,518.75,0,1,1,0,1,0,0
3,0,0,5763.15,1,0,0,0,1,1,0
1,0,0,238.5,0,1,0,0,1,1,0
3,0,0,1031.7,0,0,1,0,1,0,0
3,0,0,2283.3004408418656,0,0,1,0,1,1,0
2,0,0,34.8,0,0,0,0,1,0,0
3,0,0,1319.95,0,0,0,0,1,0,0
1,1,1,4388.4,0,1,0,1,1,1,1
1,1,1,420.2,0,1,0,0,1,1,1
2,1,1,2177.45,0,1,0,1,1,1,1
2,0,0,3950.85,1,1,0,0,1,0,0
1,0,0,827.05,0,0,0,0,1,1,0
2,0,0,3913.3,0,1,1,0,1,0,1
2,0,0,533.5,0,0,1,0,1,0,0
2,0,0,3756.45,1,0,0,0,1,0,0
2,1,1,443.9,1,1,0,0,1,0,1
1,0,1,2599.95,0,1,0,0,1,0,0
1,0,0,284.3,0,0,1,0,1,0,0
3,0,0,1740.8,0,0,0,1,1,1,0
1,1,1,3436.1,0,1,0,1,1,1,1
1,0,1,2462.55,0,0,0,0,1,0,0
1,0,1,70.85,0,0,0,1,1,1,1
2,0,0,3110.1,1,1,0,0,1,0,1
1,1,1,280.85,0,1,0,0,1,1,1
1,1,0,411.75,0,1,1,0,1,0,0
1,0,0,198.6,0,1,0,0,1,1,0
1,0,0,103.7,0,0,0,0,1,0,0
3,0,1,6144.55,0,1,0,0,1,0,1
3,0,0,4089.45,1,1,0,0,1,1,0
3,0,0,864.2,0,1,1,0,1,0,0
1,0,0,19.65,0,1,0,0,1,1,0
1,0,1,3249.4,0,0,0,0,1,1,0
1,0,1,5405.8,1,1,0,0,1,0,0
1,0,0,3363.8,1,0,1,0,1,1,0
1,1,1,7132.15,1,1,0,0,1,1,0
1,0,0,93.55,0,0,0,0,1,1,0
2,0,0,4138.9,1,1,0,0,1,1,0
2,0,1,5121.75,0,1,0,0,1,0,0
1,0,0,566.1,0,1,1,0,0,1,0
3,1,1,2715.3,1,1,1,0,1,0,0
3,0,0,1782.05,0,0,1,0,1,1,0
1,1,1,1742.5,0,1,0,0,1,1,0
1,1,1,2983.8,0,1,0,0,1,0,1
1,0,0,24.0,0,0,1,0,1,0,0
3,0,0,485.9,0,0,1,0,1,0,0
3,0,0,1905.7,0,1,0,0,1,0,0
1,0,1,1565.7,0,1,1,0,1,0,1
2,1,1,4858.7,0,1,0,0,1,1,0
2,1,0,3723.65,0,1,0,0,0,0,0
1,0,1,298.35,0,1,0,0,1,1,1
1,1,1,970.45,1,0,1,0,1,1,0
3,0,0,1782.0,1,0,1,0,0,0,0
1,1,0,405.7,0,1,0,0,1,0,0
2,1,1,4534.9,1,1,1,1,1,1,1
1,1,1,2415.95,0,1,0,0,1,1,0
2,1,0,1157.05,0,1,1,0,0,0,1
3,0,1,8297.5,1,1,1,0,1,1,0
1,1,0,45.75,0,0,0,0,1,1,1
2,0,0,2083.1,1,1,1,0,1,1,0
3,0,0,4681.75,1,0,0,0,1,1,0
1,0,0,176.2,0,1,0,0,1,1,0
1,1,1,1001.2,0,1,0,0,1,0,0
1,1,1,1594.75,1,1,0,0,1,0,0
1,1,1,212.4,0,1,0,0,1,0,0
2,0,1,7677.4,0,1,0,1,1,0,0
1,1,1,815.5,0,0,0,0,1,1,1
1,0,1,80.15,0,0,0,0,1,0,1
2,0,0,259.65,0,0,0,0,1,1,0
2,1,1,8109.8,1,1,0,0,1,0,1
2,0,0,2386.85,0,0,0,0,1,1,0
1,0,0,340.35,0,0,0,0,1,0,0
1,0,0,419.35,0,1,0,1,1,0,0
3,0,1,7990.05,1,0,0,0,1,0,0
3,0,0,1402.25,0,0,1,0,1,1,0
2,0,0,749.35,0,0,1,0,1,0,0
3,1,1,8425.15,1,1,1,0,1,0,0
2,0,0,1171.5,0,0,0,0,1,0,0
1,1,1,5647.95,0,1,0,1,1,0,0
2,0,0,708.8,0,0,1,0,1,0,0
3,0,1,7567.2,1,1,0,0,1,1,0
1,0,0,29.9,0,0,0,0,0,0,0
1,0,1,4348.1,1,1,0,0,1,1,0
1,0,0,635.9,0,0,1,0,1,1,0
1,0,0,108.95,0,0,0,0,0,0,1
1,1,1,78.8,0,0,0,0,1,0,1
1,0,1,1682.4,1,0,0,0,1,1,0
3,0,1,6925.9,1,1,0,1,1,0,0
3,0,0,223.15,0,0,0,0,1,1,0
1,1,1,5127.95,0,1,0,0,1,0,1
1,1,0,874.8,0,0,0,0,1,1,1
3,0,1,6758.45,1,0,1,0,1,0,0
3,0,0,1874.3,0,0,0,0,1,1,0
2,0,0,791.15,0,0,0,0,1,1,0
2,0,1,4639.45,0,1,0,0,1,0,0
1,0,1,143.9,0,0,1,0,1,1,0
1,1,1,69.1,0,0,0,1,1,1,1
1,1,1,1776.55,0,1,1,0,1,1,1
1,0,1,536.4,0,1,0,0,1,0,1
3,0,1,6172.0,1,1,0,0,1,1,0
1,0,0,1559.45,0,0,0,0,1,0,0
1,0,1,6079.0,0,1,0,1,1,1,0
1,0,1,80.85,0,1,0,0,1,1,1
2,0,1,4029.95,0,1,1,0,1,0,1
2,0,0,2658.4,1,0,0,0,1,0,0
1,0,0,383.55,0,0,0,0,0,1,0
1,0,0,51.15,0,1,0,0,1,1,1
1,0,1,1745.5,0,1,0,0,1,0,0
2,0,0,2230.85,0,1,1,0,1,1,0
2,1,1,7281.6,1,1,1,0,1,0,0
1,0,0,1837.7,1,1,0,0,1,0,0
1,1,1,149.55,0,1,0,1,1,0,1
1,0,0,180.7,0,0,0,0,1,1,0
2,0,0,411.45,1,0,1,0,0,0,0
3,0,0,1328.35,0,0,0,0,1,0,0
1,0,0,576.95,1,1,0,0,1,1,0
1,0,0,68.45,0,1,0,0,1,0,0
1,0,0,123.05,0,0,0,0,1,0,0
1,1,1,78.65,0,0,1,0,1,0,1
1,0,0,468.35,0,1,0,0,0,1,0
1,0,0,174.7,0,1,1,0,1,1,0
1,1,0,42.9,0,1,0,0,1,1,1
1,1,0,44.0,0,0,0,1,1,1,0
2,0,0,172.35,0,0,1,0,1,0,0
1,0,0,139.35,1,0,0,0,0,0,1
1,0,0,539.85,1,0,0,0,0,0,1
1,0,0,300.4,0,0,0,0,1,0,0
2,0,1,4968.0,0,0,1,0,1,0,0
1,0,0,992.7,0,0,1,0,1,0,0
1,1,1,4718.25,0,1,0,1,1,1,1
3,0,0,5536.5,1,0,0,0,1,1,0
3,0,1,7806.6,1,1,0,0,1,0,0
1,1,1,434.1,0,0,0,1,1,0,1
1,1,1,1563.9,0,1,0,1,1,1,0
1,1,0,1332.4,0,1,0,0,0,1,0
1,1,1,545.2,0,1,0,0,1,0,1
3,1,1,6296.75,0,0,0,0,1,1,0
1,0,1,1284.2,0,1,0,0,1,1,1
2,0,0,3645.5,0,1,0,0,1,1,0
1,1,0,161.45,0,0,0,0,1,0,0
1,0,0,226.95,0,1,0,0,0,0,0
1,1,1,646.85,0,1,0,1,1,0,1
3,0,0,1441.65,0,0,0,0,1,0,0
3,0,1,7511.3,1,0,1,0,1,0,0
2,1,1,5621.85,0,1,0,1,1,0,0
3,0,1,7919.8,1,1,1,0,1,1,0
2,0,0,593.2,0,0,0,0,1,0,0
3,0,0,1423.65,0,0,0,0,1,0,0
1,0,1,69.95,0,1,1,0,1,1,0
2,0,0,2763.35,1,0,1,0,1,1,0
3,0,0,692.1,0,0,0,0,1,0,1
1,0,0,2298.55,0,1,0,0,1,1,0
2,0,0,2640.55,1,1,1,0,0,0,0
2,0,0,2911.8,0,0,0,0,1,1,0
1,0,1,1727.5,0,1,0,1,1,0,1
1,1,0,86.6,0,1,0,0,0,0,1
3,0,1,6705.7,1,1,0,0,1,1,0
1,0,1,237.65,0,0,0,0,1,1,0
3,0,0,1672.35,0,1,1,0,1,1,0
1,1,1,2979.5,0,1,0,0,1,1,1
1,1,1,695.75,0,0,0,1,1,0,0
3,0,0,1654.6,0,0,1,0,1,1,0
1,1,0,24.25,0,1,0,0,0,1,1
3,0,0,1857.85,0,0,1,0,1,0,0
1,0,0,825.1,0,1,0,1,1,1,0
3,0,1,6424.25,1,0,0,0,1,1,0
1,1,1,837.95,0,1,0,0,1,0,1
2,0,0,4126.2,1,1,0,0,1,1,0
1,1,0,330.8,0,1,1,0,0,0,0
1,1,1,1337.45,0,1,0,0,1,1,0
1,1,1,362.2,1,1,0,0,1,0,1
3,0,0,5991.05,0,0,0,0,1,0,0
3,1,0,4891.5,1,0,1,0,1,0,0
2,0,1,5373.1,0,1,0,1,1,0,1
1,0,1,2068.55,0,1,1,0,1,1,1
3,0,0,487.05,0,0,0,0,1,1,0
3,0,0,4131.2,0,1,0,0,1,0,0
1,0,0,2301.15,0,0,1,0,1,1,0
1,1,1,131.65,0,1,0,1,1,0,1
1,1,1,4036.0,0,1,0,1,1,0,0
3,0,1,4900.65,1,1,1,0,1,1,0
3,0,0,5727.45,1,1,1,0,1,1,0
3,0,0,743.05,0,0,0,0,1,0,0
3,0,0,4804.65,1,1,0,0,1,1,0
1,0,0,24.05,0,1,0,0,1,1,1
3,0,0,1414.65,0,1,1,0,1,1,0
3,0,0,1443.65,0,0,0,0,1,1,0
2,1,0,2898.95,1,1,1,0,0,0,0
3,0,0,5309.5,1,1,0,0,1,1,0
1,0,0,20.4,0,0,0,0,1,0,0
3,0,0,451.55,0,1,1,0,1,0,0
1,1,0,50.55,0,0,0,0,1,0,1
1,0,0,117.05,1,1,0,0,1,0,0
1,0,1,5839.3,0,0,0,1,1,0,0
2,0,0,1893.5,0,0,0,0,1,0,0
1,0,0,45.35,0,0,0,0,1,0,0
2,0,0,1654.45,0,0,0,0,1,0,0
2,1,0,477.05,0,0,1,0,1,0,0
1,1,1,1415.55,0,1,0,0,1,1,1
3,0,0,4546.0,1,1,0,1,0,1,0
1,0,0,20.5,0,1,1,0,1,0,1
1,0,0,163.2,0,0,0,0,1,0,0
2,0,0,849.9,0,0,0,0,1,1,0
1,0,0,189.95,0,0,0,0,0,0,0
1,0,1,321.9,0,1,0,0,1,1,1
3,0,1,8058.55,1,1,1,0,1,1,0
1,1,0,482.8,0,1,0,0,0,0,1
3,0,1,7049.75,1,0,0,0,1,1,0
3,0,0,2560.1,1,0,0,0,0,0,0
1,0,0,286.8,1,1,1,0,1,0,0
3,0,1,7982.5,1,1,0,0,1,0,0
1,1,1,5683.6,0,1,1,1,1,1,0
2,0,0,3994.05,1,0,1,0,1,1,0
1,0,0,369.15,0,0,1,0,1,1,0
1,0,1,4631.7,1,1,1,0,1,1,0
1,0,0,401.95,0,1,1,0,1,0,0
3,0,0,1534.05,0,0,1,0,1,0,0
3,0,0,1093.0,0,0,0,0,1,0,0
1,1,1,701.3,0,1,0,0,1,1,0
2,0,0,1980.3,0,0,1,0,0,1,0
3,0,0,2893.4,1,1,0,0,0,1,0
1,1,0,262.3,0,1,0,0,1,1,0
3,0,0,3886.85,1,1,0,1,0,1,0
3,0,0,5917.55,1,1,0,0,1,0,0
1,0,1,914.0,0,1,0,0,1,0,1
1,0,0,2139.1,0,1,0,0,1,0,0
3,0,1,5948.7,0,1,0,0,1,0,0
3,0,0,3624.35,1,0,1,0,0,0,0
2,1,1,4753.85,1,0,0,1,1,0,0
1,1,1,5780.7,0,1,0,1,1,1,0
3,0,1,6869.7,0,1,0,0,1,0,0
1,1,0,1172.95,0,1,0,1,0,0,1
1,0,0,662.95,0,0,0,1,1,1,0
1,1,0,1765.95,0,1,0,1,0,0,0
3,0,0,2431.95,0,0,0,0,0,1,0
1,1,0,155.35,0,1,0,0,0,0,1
3,0,0,1859.2,0,0,1,0,1,0,0
1,1,1,3303.05,1,1,1,0,1,0,1
1,0,0,134.35,0,0,1,0,1,0,1
3,0,0,3409.1,0,0,1,0,1,1,0
1,0,0,709.5,0,0,0,0,1,0,0
1,1,1,70.5,0,0,0,0,1,0,1
1,1,1,953.45,0,1,0,0,1,0,1
1,1,0,50.15,0,0,0,0,1,0,0
1,0,0,19.75,0,0,0,0,1,1,1
2,0,0,3665.55,1,1,0,0,1,1,0
3,0,0,5515.8,1,1,0,0,1,0,0
2,0,0,272.0,0,1,1,0,1,0,0
3,1,1,6668.0,1,1,1,0,1,1,0
1,1,1,4052.4,0,1,0,1,1,1,0
1,1,0,664.4,0,1,0,0,0,0,0
1,1,1,718.55,0,1,0,1,1,1,0
1,1,0,937.6,0,1,1,0,1,1,1
1,1,1,5812.6,0,1,0,1,1,1,1
1,0,0,2546.85,0,1,0,0,0,1,0
3,0,1,6944.5,0,1,0,0,1,1,0
1,1,1,1346.3,0,1,1,1,1,0,0
2,0,0,1544.05,1,1,1,0,1,1,1
1,0,1,765.15,0,1,0,0,1,0,0
3,0,0,692.55,0,0,1,0,1,0,0
